masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,egflat,egflon,egfdep,s,s_fit_a,s_fit_b,s_fit_c,s_fc_std,s_fc_mean,p,p_fit_a,p_fit_b,p_fit_c,p_fc_std,p_fc_mean
nm60241626,2018-10-04T21:29:42.140Z,1.98,36.2585,-89.463,6.17,nm609333,2012-01-25T05:09:57.490Z,1.3,36.2591667,-89.464,6.07,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607297,2010-03-22T17:04:44.740Z,1.1,36.2593333,-89.4615,6.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606371,2007-06-30T06:46:28.250Z,1.3,36.2571667,-89.4678333,6.26,0,0,0,0,0,0,0,0,0,0,0,0
nm60241501,2018-10-03T19:32:27.890Z,1.92,36.2688333,-89.4475,6.4,nm60070123,2018-12-03T01:59:19.370Z,1.27,36.2695,-89.4481667,6.31,4,8.31851146629063,5.250852225688998,4.5630810684879135,2.0017022724818734,4.972488488091465,1,17.58111137961164,0.939207654723531,0.8072987367920959,3.7975245234900337,1.5694505350091947
,,,,,,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,3,8.934500262377872,4.237942494812614,2.5557620571544875,0.18162990099052473,2.5401543244471894,1,43.73494131741029,5.812754077350177,1.177386223044408,0.08928809847508418,1.1436798167282085
,,,,,,nm60067023,2018-10-22T14:07:21.350Z,1.21,36.2685,-89.4486667,6.61,1,16.844589566826574,2.4503525326182554,1.5507393273779344,0.14038682378845194,1.4512018896766226,0,0,0,0,0,0
,,,,,,nm60066928,2018-10-22T11:40:03.460Z,1.21,36.2703333,-89.4476667,6.59,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.270166700000004,-89.4481667,6.28,5,12.077016791645628,11.05887977560436,6.8539963606071055,0.3744876080619135,6.791863474807036,2,18.504027208964917,5.963677050899778,3.6299637963323237,0.3477812351730335,3.381112255857148
,,,,,,nm60216602,2018-10-21T06:22:13.180Z,1.38,36.2678333,-89.447,6.36,7,5.533236987644739,5.678912993617041,3.7362550569785564,0.2825909680231245,3.975701001759577,5,5.455078316630363,14.565083436124343,8.699428120623583,0.4656563874458351,8.722575808349978
,,,,,,nm60216317,2018-10-19T12:28:07.560Z,1.37,36.2705,-89.4461667,6.2,4,9.866480023453471,8.889663823398399,4.1943192718558,0.2336253891960037,4.072685821273394,2,16.602249461961097,4.835654846230019,2.5703255694964144,0.3225378318552841,2.2562383100227303
,,,,,,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,2,9.158475879457566,5.078556752456611,3.2312391219021985,0.2796263109026584,3.274195590779214,0,0,0,0,0,0
,,,,,,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,1,24.11864165154458,2.5585453376433054,0.9851815285997677,0.07117902354799513,1.0251964405196168,0,0,0,0,0,0
,,,,,,nm60242691,2018-10-16T13:00:18.100Z,1.25,36.2681667,-89.449,6.14,3,10.02464392268515,5.054957401253139,3.117035294036975,0.27777093068962616,3.1788755019138986,1,36.45300194157977,4.7005753104355765,1.0004494184663502,0.055414682842192156,1.0133696606708564
,,,,,,nm60242676,2018-10-16T07:06:54.210Z,1.4,36.2688333,-89.4481667,6.13,5,9.602838041345226,8.236354042909696,5.446673555440744,0.497653760465884,5.116712016859832,4,24.747815697293223,4.375948967146497,2.251137084041995,0.09527223033892145,2.21511318107823
,,,,,,nm60242671,2018-10-16T05:29:58.720Z,1.42,36.2688333,-89.4498333,6.27,3,23.04524266489647,4.349946970463716,2.007084423049987,0.13492248999109047,1.9979614637172918,0,0,0,0,0,0
,,,,,,nm60241891,2018-10-07T05:34:43.960Z,1.29,36.2695,-89.4483333,6.41,2,20.694877422472718,3.28122284409998,1.3824613197764872,0.09009228441965005,1.4421092762949785,1,40.41978363829493,8.150636331772715,1.6883793173550907,0.06479208118775905,1.667120020284295
,,,,,,nm60241356,2018-10-02T12:29:16.430Z,1.4,36.2703333,-89.44666670000001,6.1,4,8.337530049631496,7.478166829204226,4.16109720946041,0.19458699971224946,4.105046641319522,3,21.256816961164173,5.179369247030854,2.210963011317575,0.07431821414113302,2.2241777184324163
,,,,,,nm60241091,2018-09-25T16:49:53.520Z,1.14,36.2693333,-89.4471667,5.95,3,8.500321477969067,3.1582907810981906,2.8825081249184596,0.5960196516451346,2.8069552788864187,1,42.69052549330918,6.52232282842822,1.602725182970134,0.06027468016974574,1.5164715391779886
,,,,,,nm60065023,2018-09-25T00:28:43.780Z,1.11,36.2685,-89.4455,6.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60241046,2018-09-24T14:00:45.130Z,1.35,36.27,-89.4456667,6.26,1,20.892395577877732,7.595879120263147,3.3620588380463636,0.3189230629963998,3.36638393712961,1,13.041613667909811,2.7401130297222034,3.8709887564978587,0.25493612637013446,4.185417836287837
,,,,,,nm60240826,2018-09-20T17:36:17.950Z,1.23,36.2698333,-89.448,6.12,1,7.067435601989632,2.9660141458904468,1.8573440312154181,0.16600434913070844,1.8145103962646074,3,15.883471798350003,2.240451875916256,1.289837379011509,1.1451422665773272,1.5326049180546217
,,,,,,nm60212797,2018-08-30T13:15:53.110Z,1.39,36.2693333,-89.4468333,6.34,3,14.221490880088627,5.748008603263332,4.3046941300078005,0.8117702455755348,3.966807318066132,2,19.230086984662815,1.8422912534884692,1.3476469066098051,0.5898740319141933,1.2772881886623841
,,,,,,nm60212757,2018-08-29T21:31:53.060Z,1.4,36.271,-89.4471667,6.29,7,7.489999027902346,2.6585002032588108,1.643802865185257,0.057397065080982426,1.6760506725051587,3,9.182187679502427,3.7946514186890297,1.8804603683805063,0.07960845315251965,1.8998063619289356
,,,,,,nm60062528,2018-08-27T07:36:58.740Z,1.29,36.2693333,-89.4468333,6.31,3,21.229662198516344,3.4830245239822704,2.083335187043808,0.11331444456276793,2.051628594486712,0,0,0,0,0,0
,,,,,,nm60062533,2018-08-26T13:36:24.500Z,1.3,36.27,-89.4486667,6.54,3,12.341600238305453,4.310829064842228,2.2715269249365035,0.12593543907696372,2.2591752321990657,2,13.207492983772033,2.8903170994090757,3.418817954490116,0.2438223922364401,3.601983184153545
,,,,,,nm600823,1978-10-10T09:44:47.000Z,1.3,36.27,-89.45,6.2,0,0,0,0,0,0,0,0,0,0,0,0
nm60241346,2018-10-02T02:46:09.840Z,1.73,36.271666700000004,-89.4508333,6.69,nm60066938,2018-10-22T12:08:45.160Z,1.04,36.2726667,-89.4513333,6.96,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066928,2018-10-22T11:40:03.460Z,1.21,36.2703333,-89.4476667,6.59,0,0,0,0,0,0,1,1.5438154421482835,7.06960170089748,9.138052661631912,2.9072659307723523,10.09736233771503
,,,,,,nm60066943,2018-10-22T11:25:50.570Z,1.15,36.271666700000004,-89.4495,6.78,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066728,2018-10-18T08:41:12.360Z,0.92,36.271,-89.4511667,6.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066533,2018-10-16T20:13:54.420Z,1.08,36.273,-89.4501667,6.86,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60064423,2018-09-18T08:20:41.590Z,1.16,36.2708333,-89.45233329999999,6.5,1,3.6137992641726333,0.5000000005760167,0.6831899197075425,1.219995618835745,0.7605223141216702,0,0,0,0,0,0
,,,,,,nm60213502,2018-09-10T13:05:55.540Z,1.16,36.272,-89.4496667,6.72,2,2.726666096945173,4.522631119578847,5.3224470138229805,0.5772840883167261,5.657740693481106,0,0,0,0,0,0
,,,,,,nm60061948,2018-08-21T13:14:21.550Z,1.19,36.2723333,-89.4516667,6.78,2,2.736091446459233,99.99999999996402,17.982175201333344,3.585512163721681,15.657686996694911,4,2.8074556115713802,99.9999999999674,19.287418773411805,0.5657822901134835,19.340915750759777
,,,,,,nm60061928,2018-08-21T09:34:49.610Z,1.22,36.2723333,-89.45,6.67,4,4.736335558211433,22.926723229979,19.99999999980438,6.3099297570877155,17.682343813851773,3,4.745368638229857,23.390887136433918,19.99999999999686,7.62963438169952,15.609791028915486
,,,,,,nm60061933,2018-08-21T03:28:11.200Z,1.17,36.2715,-89.44666670000001,6.46,3,3.2114295761049747,1.0213262651730728,1.24506509633423,9.198158930492617,8.738103161490134,2,5.047888219550365,29.658757572424445,19.999999998683833,8.285689766450496,14.873066923495426
,,,,,,nm60211817,2018-08-20T16:49:52.820Z,1.2,36.2723333,-89.4486667,6.98,3,2.2829074424965463,8.687119106146541,9.297497761596627,3.2607107378899354,8.547092844977778,2,2.6004994309375142,29.82385898733879,19.999999999681215,1.842510396477516,19.82449999998027
,,,,,,nm60061833,2018-08-20T04:51:29.130Z,0.86,36.2721667,-89.45100000000001,6.76,0,0,0,0,0,0,0,0,0,0,0,0
nm60241196,2018-09-28T18:52:17.220Z,1.62,36.271666700000004,-89.44933329999999,6.66,nm60066938,2018-10-22T12:08:45.160Z,1.04,36.2726667,-89.4513333,6.96,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066728,2018-10-18T08:41:12.360Z,0.92,36.271,-89.4511667,6.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066533,2018-10-16T20:13:54.420Z,1.08,36.273,-89.4501667,6.86,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60061833,2018-08-20T04:51:29.130Z,0.86,36.2721667,-89.45100000000001,6.76,0,0,0,0,0,0,0,0,0,0,0,0
nm60240721,2018-09-18T19:15:41.020Z,1.63,36.2706667,-89.4468333,6.11,nm60061823,2018-08-20T01:52:14.840Z,1.09,36.2711667,-89.4461667,5.97,2,15.443002984165744,99.99999999999964,19.928536498460975,2.6472361469808274,19.263310672449492,1,15.578809237768903,99.99999999999942,12.950625925002031,0.7437747282105466,12.884970357456291
nm60240596,2018-09-16T19:21:23.820Z,2.07,36.2698333,-89.4476667,6.49,nm60070123,2018-12-03T01:59:19.370Z,1.27,36.2695,-89.4481667,6.31,5,12.799198430666676,22.362767530272478,6.914364946404734,0.2747005310395807,6.9253884687475695,2,16.64110420207605,99.99999999997299,11.862198081158336,0.4189111376077722,11.890417417268353
,,,,,,nm60245426,2018-11-23T10:13:03.100Z,1.53,36.268,-89.4483333,6.35,5,32.980893215818355,0.798717927335545,0.5000000000021672,0.005025741577538559,0.5002705861888482,6,14.628452341062223,3.5789521102132804,2.7417576821119645,0.21515497095489033,2.7677478209228057
,,,,,,nm60218397,2018-11-11T11:00:14.070Z,1.46,36.270166700000004,-89.447,6.32,8,9.412502680639305,14.824254364834182,7.349775632004299,0.35992447201303523,7.306896409626112,6,7.469384453320534,0.5000009208681943,0.54353452697515,8.037573234881,9.522637618166321
,,,,,,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,4,12.475352553221418,53.22760674531715,8.410146853478224,0.2685001898753933,8.506261100639337,2,13.738312716058969,30.308573568219273,6.670031329862544,0.35745445740541526,6.5326290554189175
,,,,,,nm60067023,2018-10-22T14:07:21.350Z,1.21,36.2685,-89.4486667,6.61,1,20.10060193396643,99.99999999999977,10.446379713510272,0.7116530606083363,10.422136797019812,0,0,0,0,0,0
,,,,,,nm60066928,2018-10-22T11:40:03.460Z,1.21,36.2703333,-89.4476667,6.59,0,0,0,0,0,0,1,10.597696223263027,99.99999999999463,7.736113996471304,0.319898362849589,7.8150588840252
,,,,,,nm60216637,2018-10-22T11:39:41.020Z,1.48,36.2703333,-89.449,6.34,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.270166700000004,-89.4481667,6.28,6,16.04770868901543,29.398913681472298,6.528569565943038,0.1954996734860335,6.529898410758051,3,22.436270078253653,99.99999999999999,10.59346576852021,0.2998344154680108,10.654321796410025
,,,,,,nm60067123,2018-10-21T08:05:10.170Z,1.27,36.271333299999995,-89.4478333,6.61,1,40.87925931034261,24.539795884172616,3.236911377367572,0.12782876707847057,3.2948999888478356,2,27.171719714197657,99.99999999999999,16.340156150663688,0.8332647196927659,15.53257677151147
,,,,,,nm60216602,2018-10-21T06:22:13.180Z,1.38,36.2678333,-89.447,6.36,8,5.734440591824914,15.29420480435579,6.477147071674116,0.20180785703661092,6.530204508710747,6,8.135214466776029,33.314463022887,10.968514007083533,0.6976306770009706,11.376470662362092
,,,,,,nm60216517,2018-10-20T05:54:12.390Z,1.39,36.2711667,-89.4516667,6.74,7,11.6694975202099,38.54515522869904,8.416579029562214,0.22687645206728987,8.426865749929338,7,15.391319618197079,99.99999999999,11.526416782458803,0.4400921489759276,11.2541695674454
,,,,,,nm60216317,2018-10-19T12:28:07.560Z,1.37,36.2705,-89.4461667,6.2,5,12.64881127485672,23.21429125700492,5.577633974805221,0.1465224139329147,5.536600579277863,4,21.881003465299816,1.4288470751705007,0.8270635798009341,0.38551368017302917,0.9050357934058247
,,,,,,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,3,21.52970137988282,26.0930009777124,5.351075746024491,0.3484692969169406,5.516681182777362,1,19.808837939830482,99.99999999999703,6.805164489084314,0.22554946785792043,6.5264371663150325
,,,,,,nm60066728,2018-10-18T08:41:12.360Z,0.92,36.271,-89.4511667,6.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,1,46.93594433474208,99.99999999999957,4.556948770648794,0.1305666536058835,4.5737661408852635,0,0,0,0,0,0
,,,,,,nm60216082,2018-10-17T03:55:52.390Z,1.53,36.2693333,-89.4468333,6.09,5,17.060745036047958,24.25594808318713,5.119331925610264,0.1615845173283968,5.13958419752026,3,20.25283360702269,99.99999999999999,13.362129159124374,1.451967909994028,13.125187703420695
,,,,,,nm60242676,2018-10-16T07:06:54.210Z,1.4,36.2688333,-89.4481667,6.13,6,12.526005940605868,44.53625059491305,7.646747426732457,0.244704444182844,7.562552259295395,5,16.810059279812446,25.094188971375072,10.794090874091586,2.4950623293725926,9.623988634125423
,,,,,,nm60242671,2018-10-16T05:29:58.720Z,1.42,36.2688333,-89.4498333,6.27,4,25.247256677653105,40.419332406860725,6.906746446855058,0.25855537843382337,6.9793887106745025,1,23.03678327258614,99.99999999993516,6.04529881830385,0.199221422426034,6.112701878048079
,,,,,,nm60241891,2018-10-07T05:34:43.960Z,1.29,36.2695,-89.4483333,6.41,3,22.631760262142684,16.2798523423408,4.51286824574197,0.17830004332355348,4.586082463286105,3,21.31258642850063,28.181872759693015,5.585520206431293,0.2435831551682669,5.508500778051973
,,,,,,nm60241356,2018-10-02T12:29:16.430Z,1.4,36.2703333,-89.44666670000001,6.1,4,14.634706686624524,26.037065685687292,5.3004528758672675,0.18052746536701378,5.2395708829201215,4,13.756635876789556,9.69924939887033,5.027222026991778,0.2833389452725768,5.04788808718401
,,,,,,nm60065023,2018-09-25T00:28:43.780Z,1.11,36.2685,-89.4455,6.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60241046,2018-09-24T14:00:45.130Z,1.35,36.27,-89.4456667,6.26,2,12.3807029211686,99.99999999999991,14.25216848972581,0.6662452832986664,13.96161393710855,1,20.747429313921845,3.5809027509479003,4.768256921446426,1.2429254727956225,4.584782528441488
,,,,,,nm60241036,2018-09-23T05:24:03.700Z,1.29,36.2715,-89.45100000000001,6.62,5,26.403071608146806,99.99999999999999,7.99658622269671,0.14558788631352454,8.02771962890085,3,37.98611281141558,43.65265909413159,5.934897897458094,0.21072570996098808,6.306298262847096
,,,,,,nm60240826,2018-09-20T17:36:17.950Z,1.23,36.2698333,-89.448,6.12,2,6.972531858367702,23.326176781536276,7.778730983953268,0.7133205463989453,7.649537936768289,3,9.77271468040275,68.87587960941656,19.999999999999876,2.037567612979749,0.7323683850601239
,,,,,,nm60064423,2018-09-18T08:20:41.590Z,1.16,36.2708333,-89.45233329999999,6.5,1,37.42461719855864,99.99999999988421,5.498323263458892,0.1661716045986591,5.752076899314009,0,0,0,0,0,0
,,,,,,nm60240481,2018-09-12T05:29:13.690Z,1.46,36.271,-89.4511667,6.57,6,24.66651093105152,99.9999999999997,7.280720898845865,0.1098836743823834,7.2525758394136,3,32.188986952588614,57.092913356887095,19.999999999973166,0.03768693553329504,19.99695832223977
,,,,,,nm60213577,2018-09-11T03:23:44.590Z,1.46,36.2696667,-89.4501667,6.42,3,34.337394660561785,99.99999999999415,8.91050084422219,0.19939424657365548,8.80545052179162,1,39.78163740670806,99.99999999987051,5.346314909019792,0.22042888372396266,5.661436596772114
,,,,,,nm60213487,2018-09-10T06:32:41.540Z,1.55,36.2693333,-89.4478333,6.27,7,24.481917535935565,27.920348356091818,7.531384602743284,0.19704529716296165,7.500802923411063,5,27.767199702214782,99.99999999999999,13.808100936915793,0.2934041507551158,13.756838335041772
,,,,,,nm60212877,2018-08-31T04:56:00.300Z,1.54,36.2711667,-89.4511667,6.74,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60212797,2018-08-30T13:15:53.110Z,1.39,36.2693333,-89.4468333,6.34,4,25.54843990792684,16.17301945499592,4.383612522398979,0.2691180365794608,4.387469602727868,3,16.90844058215822,99.99999999867006,18.47068636670069,7.901901296612027,11.61544159379034
,,,,,,nm60212757,2018-08-29T21:31:53.060Z,1.4,36.271,-89.4471667,6.29,8,6.257983559984764,9.300855557831557,4.357204230318643,0.22183791605290398,4.324535213478579,4,5.960582866765512,32.7738306321543,10.99638470502307,0.9896064374279748,10.606540598546907
,,,,,,nm60062528,2018-08-27T07:36:58.740Z,1.29,36.2693333,-89.4468333,6.31,4,27.81630380847266,11.97709743013068,4.81695694975526,0.28797875859659045,4.751660243742133,1,30.47703646580851,99.99999999991498,6.576509213563204,0.22268021033259996,6.536496330621411
,,,,,,nm60062533,2018-08-26T13:36:24.500Z,1.3,36.27,-89.4486667,6.54,4,15.103381126584189,34.2306834266943,7.038291218601556,0.24814886700557445,6.964097199135249,3,28.930633113322703,0.6205931474313799,0.5000000000040091,8.80531207680623,6.272335883106922
,,,,,,nm60061933,2018-08-21T03:28:11.200Z,1.17,36.2715,-89.44666670000001,6.46,3,32.84197823393047,99.9999999999989,7.666478976013559,0.17958118418265012,7.80833342096987,1,35.26140766250399,99.99999999994242,5.384442536722511,0.23317060462405825,5.589284681202533
,,,,,,nm600823,1978-10-10T09:44:47.000Z,1.3,36.27,-89.45,6.2,0,0,0,0,0,0,0,0,0,0,0,0
nm60240526,2018-09-14T03:36:42.790Z,1.83,36.271333299999995,-89.4505,7.0,nm60066938,2018-10-22T12:08:45.160Z,1.04,36.2726667,-89.4513333,6.96,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066943,2018-10-22T11:25:50.570Z,1.15,36.271666700000004,-89.4495,6.78,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60067123,2018-10-21T08:05:10.170Z,1.27,36.271333299999995,-89.4478333,6.61,1,26.71198573717439,3.305830000283768,1.904089164471935,0.10662445224851903,1.9322817747739796,2,16.281511900131246,0.6320703300764707,0.5000000000077591,0.9273794478806217,0.5535935487264422
,,,,,,nm60066728,2018-10-18T08:41:12.360Z,0.92,36.271,-89.4511667,6.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066533,2018-10-16T20:13:54.420Z,1.08,36.273,-89.4501667,6.86,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60241036,2018-09-23T05:24:03.700Z,1.29,36.2715,-89.45100000000001,6.62,5,11.79114485755362,0.5306732277094537,0.5000000000000955,0.6213158346219023,0.5243790909010007,4,12.990426370071054,0.5472461334098266,0.5000000000000003,0.1068104195205273,0.503377642291083
,,,,,,nm60213502,2018-09-10T13:05:55.540Z,1.16,36.272,-89.4496667,6.72,2,7.703385093902547,4.467565586078243,4.749986506630754,1.3210256676311036,4.850561719700108,0,0,0,0,0,0
,,,,,,nm60212287,2018-08-25T03:00:10.010Z,1.32,36.2723333,-89.4496667,6.81,4,6.871592329552285,2.777673411425036,2.983012257969709,0.28812517610968513,2.9987493895364454,3,11.545991251353952,0.6074081844705433,0.5000000000000001,4.800994106161417,1.7901659939375454
,,,,,,nm60212252,2018-08-23T21:21:30.900Z,1.31,36.272,-89.45100000000001,6.79,4,6.33637139796036,25.880477392036223,19.999999999995914,1.62357093232435,0.7363363564372347,2,10.05585694200976,0.6582402399654935,0.5000000000023673,0.016837549995660887,0.5010610766600067
,,,,,,nm60061948,2018-08-21T13:14:21.550Z,1.19,36.2723333,-89.4516667,6.78,2,10.513475308189083,2.960738459391533,2.025720934155741,0.2626281080667779,1.9702403782272613,4,14.009021884665872,0.7588758718842639,0.5000000000000001,1.6265803126323954,0.6365000000653995
,,,,,,nm60061928,2018-08-21T09:34:49.610Z,1.22,36.2723333,-89.45,6.67,4,25.321150770810906,0.728551722865412,0.5000000000105308,0.15152764106447889,0.5469665777978588,3,11.293630117995303,2.9066316214006256,3.1565540199810385,1.1649558363668537,2.648101854190276
,,,,,,nm60211817,2018-08-20T16:49:52.820Z,1.2,36.2723333,-89.4486667,6.98,3,6.804548844445181,0.5419474633875107,0.5000000000000017,1.6945329804353901,0.9338887672373013,2,9.388998588635763,0.6131805191598093,0.5000000025422096,2.2920914765673506,0.7741619144986114
,,,,,,nm60061723,2018-08-20T05:17:48.640Z,1.28,36.2723333,-89.4515,6.78,1,24.116704933728613,1.1873957321545605,1.325750354503116,8.78633133911316,7.376824556660016,1,31.855552759009292,32.90516038906526,19.99999999985548,8.673066837769589e-10,19.999999999482252
,,,,,,nm60061833,2018-08-20T04:51:29.130Z,0.86,36.2721667,-89.45100000000001,6.76,0,0,0,0,0,0,0,0,0,0,0,0
nm60240496,2018-09-13T13:15:56.850Z,1.57,36.2721667,-89.4515,6.77,nm60066938,2018-10-22T12:08:45.160Z,1.04,36.2726667,-89.4513333,6.96,0,0,0,0,0,0,0,0,0,0,0,0
